Name,Morningstar Category,YTD (Daily),1 Yr,3 Yr,5 Yr,10 Yr,Life of Fund,Expense Ratio - Net,Expense Ratio - Gross,Morningstar- Overall,Morningstar- 3yrs,Morningstar- 5yrs,Morningstar- 10yrs,Morningstar Category Risk,Standard Deviation,3 Year Sharpe Ratio,Beta,R2,Manager Tenure,Inception Date,Assets (Millions),Turnover Rates,Minimum Investment,Load (Y/N),Expense Ratio - Net,Expense Ratio - Gross,NTF,1-year Rank,3-year Rank,5-year Rank,10-year Rank,Average Maturity,Average Duration,Minimum Investment,7-Day Yield,30-Day Yield,Last Dividend,YTD (Daily),1 Month,3 Month,YTD,NAV ($),NAV Change ($),NAV Change (%),30-Day Yield (%),7-Day Yield (%),Minimum Investment,Last Dividend
Putnam Focused Equity Fund Class A (PGIAX),Large Growth,14.70%,38.49% (6/30/2021),14.90% (6/30/2021),14.90% (6/30/2021),12.20% (6/30/2021),15.05% (6/30/2021),1.32%,1.36%,1 (1138 Rated),1 (1138 Rated),1 (1024 Rated),1 (761 Rated),6,21.58 (06/30/2021),0.64 (06/30/2021),1.11 (06/30/2021),0.91 (06/30/2021),1 year,12/18/2008,$751.43,294% (08/31/2020),"$2,500.00",Y,1.32%,1.36%,Y,  68% (1239 Funds),  98% (1138 Funds),  97% (1024 Funds),  97% (761 Funds),-,-,"$2,500",-,-,$0.115 (12/21/2017),14.70% (7/15/2021),2.22% (6/30/2021),7.98% (6/30/2021),14.43% (6/30/2021),$29.97,-$0.11,-0.37%,-,-,"$2,500.00",$0.115 (12/21/2017)
Putnam Focused Equity Fund Class C (PGIEX),Large Growth,14.25%,37.39% (6/30/2021),14.05% (6/30/2021),14.03% (6/30/2021),11.36% (6/30/2021),14.20% (6/30/2021),2.07%,2.11%,1 (1138 Rated),1 (1138 Rated),1 (1024 Rated),1 (761 Rated),6,21.56 (06/30/2021),0.60 (06/30/2021),1.11 (06/30/2021),0.91 (06/30/2021),1 year,12/18/2008,$751.43,294% (08/31/2020),"$2,500.00",N,2.07%,2.11%,N,  75% (1239 Funds),  99% (1138 Funds),  98% (1024 Funds),  98% (761 Funds),-,-,"$2,500",-,-,$0.377 (12/22/2016),14.25% (7/15/2021),2.15% (6/30/2021),7.75% (6/30/2021),14.00% (6/30/2021),$27.58,-$0.10,-0.36%,-,-,"$2,500.00",$0.377 (12/22/2016)
Putnam Growth Opportunities Fund Class A (POGAX),Large Growth,13.80%,35.09% (6/30/2021),25.16% (6/30/2021),24.82% (6/30/2021),17.53% (6/30/2021),10.05% (6/30/2021),1.05%,1.05%,4 (1138 Rated),4 (1138 Rated),4 (1024 Rated),4 (761 Rated),6,18.65 (06/30/2021),1.28 (06/30/2021),0.93 (06/30/2021),0.98 (06/30/2021),4 years,10/02/1995,"$9,515.33",45% (07/31/2020),"$2,500.00",Y,1.05%,1.05%,Y,  89% (1239 Funds),  23% (1138 Funds),  17% (1024 Funds),  24% (761 Funds),-,-,"$2,500",-,-,$0.001 (12/06/2018),13.80% (7/15/2021),6.63% (6/30/2021),11.84% (6/30/2021),11.57% (6/30/2021),$59.53,-$0.36,-0.60%,-,-,"$2,500.00",$0.001 (12/06/2018)
Putnam Growth Opportunities Fund Class C (POGCX),Large Growth,13.34%,34.09% (6/30/2021),24.23% (6/30/2021),23.89% (6/30/2021),16.65% (6/30/2021),9.24% (6/30/2021),1.80%,1.80%,4 (1138 Rated),4 (1138 Rated),4 (1024 Rated),3 (761 Rated),6,18.64 (06/30/2021),1.23 (06/30/2021),0.93 (06/30/2021),0.98 (06/30/2021),4 years,10/02/1995,"$9,515.33",45% (07/31/2020),"$2,500.00",N,1.80%,1.80%,N,  92% (1239 Funds),  30% (1138 Funds),  25% (1024 Funds),  37% (761 Funds),-,-,"$2,500",-,-,$   0.00 (12/07/2015),13.34% (7/15/2021),6.58% (6/30/2021),11.63% (6/30/2021),11.14% (6/30/2021),$49.03,-$0.30,-0.61%,-,-,"$2,500.00",$   0.00 (12/07/2015)
Putnam Large Cap Value Fund Class A (PEYAX),Large Value,18.12%,42.51% (6/30/2021),14.19% (6/30/2021),14.21% (6/30/2021),12.41% (6/30/2021),10.51% (6/30/2021),0.90%,0.90%,4 (1141 Rated),4 (1141 Rated),4 (1012 Rated),4 (740 Rated),6,19.82 (06/30/2021),0.65 (06/30/2021),0.98 (06/30/2021),0.98 (06/30/2021),9 years,06/15/1977,"$16,527.06",21% (11/30/2020),"$2,500.00",Y,0.90%,0.90%,Y,  51% (1210 Funds),  22% (1141 Funds),  18% (1012 Funds),  13% (740 Funds),-,-,"$2,500",-,0.91% (06/30/2021),$0.099 (06/08/2021),18.12% (7/15/2021),-0.39% (6/30/2021),6.47% (6/30/2021),18.35% (6/30/2021),$30.91,-$0.06,-0.19%,-,-,"$2,500.00",$0.099 (06/08/2021)
Putnam Large Cap Value Fund Class C (PEQCX),Large Value,17.65%,41.46% (6/30/2021),13.34% (6/30/2021),13.35% (6/30/2021),11.57% (6/30/2021),9.68% (6/30/2021),1.65%,1.65%,4 (1141 Rated),4 (1141 Rated),4 (1012 Rated),4 (740 Rated),6,19.82 (06/30/2021),0.61 (06/30/2021),0.98 (06/30/2021),0.98 (06/30/2021),9 years,06/15/1977,"$16,527.06",21% (11/30/2020),"$2,500.00",N,1.65%,1.65%,N,  56% (1210 Funds),  30% (1141 Funds),  27% (1012 Funds),  36% (740 Funds),-,-,"$2,500",-,0.23% (06/30/2021),$0.054 (06/08/2021),17.65% (7/15/2021),-0.44% (6/30/2021),6.26% (6/30/2021),17.92% (6/30/2021),$30.48,-$0.06,-0.20%,-,-,"$2,500.00",$0.054 (06/08/2021)
Putnam Multi-Cap Core Fund Class A (PMYAX),Large Blend,21.82%,51.27% (6/30/2021),19.27% (6/30/2021),19.43% (6/30/2021),15.28% (6/30/2021),16.51% (6/30/2021),1.00%,1.00%,4 (1257 Rated),4 (1257 Rated),5 (1099 Rated),4 (820 Rated),6,20.24 (06/30/2021),0.89 (06/30/2021),1.03 (06/30/2021),0.98 (06/30/2021),11 years,09/24/2010,"$3,332.72",46% (04/30/2021),"$2,500.00",Y,1.00%,1.00%,Y,   5% (1386 Funds),  15% (1257 Funds),   3% (1099 Funds),   4% (820 Funds),-,-,"$2,500",-,-,$0.258 (12/04/2020),21.82% (7/15/2021),1.38% (6/30/2021),8.00% (6/30/2021),20.64% (6/30/2021),$36.24,-$0.09,-0.25%,-,-,"$2,500.00",$0.258 (12/04/2020)
Putnam Multi-Cap Core Fund Class C (PMYCX),Large Blend,21.31%,50.18% (6/30/2021),18.39% (6/30/2021),18.53% (6/30/2021),14.42% (6/30/2021),15.64% (6/30/2021),1.75%,1.75%,3 (1257 Rated),3 (1257 Rated),4 (1099 Rated),3 (820 Rated),6,20.23 (06/30/2021),0.84 (06/30/2021),1.03 (06/30/2021),0.98 (06/30/2021),11 years,09/24/2010,"$3,332.72",46% (04/30/2021),"$2,500.00",N,1.75%,1.75%,N,   7% (1386 Funds),  34% (1257 Funds),  10% (1099 Funds),  29% (820 Funds),-,-,"$2,500",-,-,$0.047 (12/04/2020),21.31% (7/15/2021),1.32% (6/30/2021),7.81% (6/30/2021),20.19% (6/30/2021),$34.84,-$0.09,-0.26%,-,-,"$2,500.00",$0.047 (12/04/2020)
Putnam Research Fund Class A (PNRAX),Large Blend,15.59%,39.27% (6/30/2021),18.87% (6/30/2021),18.16% (6/30/2021),14.58% (6/30/2021),9.85% (6/30/2021),1.08%,1.08%,4 (1257 Rated),4 (1257 Rated),5 (1099 Rated),4 (820 Rated),6,18.22 (06/30/2021),0.96 (06/30/2021),0.98 (06/30/2021),0.99 (06/30/2021),11 years,10/02/1995,$479.31,90% (07/31/2020),"$2,500.00",Y,1.08%,1.08%,Y,  67% (1386 Funds),  21% (1257 Funds),  13% (1099 Funds),  23% (820 Funds),-,-,"$2,500",-,-,$0.236 (12/04/2020),15.59% (7/15/2021),2.67% (6/30/2021),8.24% (6/30/2021),14.10% (6/30/2021),$46.33,-$0.19,-0.41%,-,-,"$2,500.00",$0.236 (12/04/2020)
Putnam Research Fund Class C (PRACX),Large Blend,15.11%,38.18% (6/30/2021),17.97% (6/30/2021),17.27% (6/30/2021),13.72% (6/30/2021),9.02% (6/30/2021),1.83%,1.83%,3 (1257 Rated),3 (1257 Rated),4 (1099 Rated),3 (820 Rated),6,18.21 (06/30/2021),0.91 (06/30/2021),0.98 (06/30/2021),0.99 (06/30/2021),11 years,10/02/1995,$479.31,90% (07/31/2020),"$2,500.00",N,1.83%,1.83%,N,  74% (1386 Funds),  42% (1257 Funds),  35% (1099 Funds),  48% (820 Funds),-,-,"$2,500",-,-,$0.111 (12/05/2019),15.11% (7/15/2021),2.60% (6/30/2021),8.02% (6/30/2021),13.66% (6/30/2021),$41.89,-$0.17,-0.40%,-,-,"$2,500.00",$0.111 (12/05/2019)
Putnam Small Cap Growth Fund Class A (PNSAX),Small Growth,2.96%,44.93% (6/30/2021),22.88% (6/30/2021),23.81% (6/30/2021),14.89% (6/30/2021),12.55% (6/30/2021),1.24%,1.24%,4 (576 Rated),4 (576 Rated),4 (505 Rated),4 (379 Rated),7,23.32 (06/30/2021),0.92 (06/30/2021),0.87 (06/30/2021),0.91 (06/30/2021),4 years,12/31/1997,$837.95,56% (06/30/2020),"$2,500.00",Y,1.24%,1.24%,Y,  81% (612 Funds),  26% (576 Funds),  28% (505 Funds),  30% (379 Funds),-,-,"$2,500",-,-,$0.001 (12/07/2016),2.96% (7/15/2021),3.72% (6/30/2021),3.33% (6/30/2021),6.53% (6/30/2021),$70.68,-$0.78,-1.09%,-,-,"$2,500.00",$0.001 (12/07/2016)
Putnam Small Cap Growth Fund Class C (PNSCX),Small Growth,2.54%,43.84% (6/30/2021),21.95% (6/30/2021),22.87% (6/30/2021),14.03% (6/30/2021),11.70% (6/30/2021),1.99%,1.99%,4 (576 Rated),4 (576 Rated),4 (505 Rated),3 (379 Rated),7,23.31 (06/30/2021),0.89 (06/30/2021),0.87 (06/30/2021),0.91 (06/30/2021),4 years,12/31/1997,$837.95,56% (06/30/2020),"$2,500.00",N,1.99%,1.99%,N,  83% (612 Funds),  30% (576 Funds),  33% (505 Funds),  46% (379 Funds),-,-,"$2,500",-,-,-,2.54% (7/15/2021),3.67% (6/30/2021),3.15% (6/30/2021),6.13% (6/30/2021),$59.84,-$0.66,-1.09%,-,-,"$2,500.00",-
Putnam Small Cap Value Fund Class A (PSLAX),Small Value,29.82%,84.56% (6/30/2021),10.49% (6/30/2021),13.21% (6/30/2021),10.65% (6/30/2021),9.88% (6/30/2021),1.63%,1.63%,3 (409 Rated),3 (409 Rated),3 (383 Rated),3 (285 Rated),7,31.21 (06/30/2021),0.29 (06/30/2021),1.14 (06/30/2021),0.97 (06/30/2021),2 years,04/12/1999,$262.45,113% (02/28/2021),"$2,500.00",Y,1.63%,1.63%,Y,  16% (433 Funds),  32% (409 Funds),  31% (383 Funds),  35% (285 Funds),-,-,"$2,500",-,-,$0.103 (12/04/2020),29.82% (7/15/2021),-0.65% (6/30/2021),8.94% (6/30/2021),34.74% (6/30/2021),$14.80,-$0.03,-0.20%,-,-,"$2,500.00",$0.103 (12/04/2020)
Putnam Small Cap Value Fund Class C (PSLCX),Small Value,29.43%,83.43% (6/30/2021),9.64% (6/30/2021),12.36% (6/30/2021),9.82% (6/30/2021),9.07% (6/30/2021),2.38%,2.38%,2 (409 Rated),2 (409 Rated),2 (383 Rated),2 (285 Rated),7,31.20 (06/30/2021),0.27 (06/30/2021),1.14 (06/30/2021),0.97 (06/30/2021),2 years,04/12/1999,$262.45,113% (02/28/2021),"$2,500.00",N,2.38%,2.38%,N,  17% (433 Funds),  42% (409 Funds),  43% (383 Funds),  53% (285 Funds),-,-,"$2,500",-,-,$0.075 (12/04/2020),29.43% (7/15/2021),-0.62% (6/30/2021),8.79% (6/30/2021),34.38% (6/30/2021),$10.73,-$0.02,-0.19%,-,-,"$2,500.00",$0.075 (12/04/2020)
Putnam Sustainable Future Fund Class A (PMVAX),Large Growth,10.40%,53.30% (6/30/2021),26.45% (6/30/2021),19.94% (6/30/2021),15.28% (6/30/2021),11.91% (6/30/2021),1.07%,1.07%,3 (1138 Rated),4 (1138 Rated),2 (1024 Rated),3 (761 Rated),6,20.29 (06/30/2021),1.24 (06/30/2021),0.91 (06/30/2021),0.96 (06/30/2021),3 years,11/01/1999,$649.14,43% (04/30/2021),"$2,500.00",Y,1.07%,1.07%,Y,   8% (1239 Funds),  14% (1138 Funds),  67% (1024 Funds),  62% (761 Funds),-,-,"$2,500",-,-,$0.007 (12/05/2019),10.40% (7/15/2021),7.29% (6/30/2021),10.05% (6/30/2021),12.59% (6/30/2021),$27.71,-$0.15,-0.54%,-,-,"$2,500.00",$0.007 (12/05/2019)
Putnam Sustainable Future Fund Class C (PMPCX),Large Growth,9.91%,52.15% (6/30/2021),25.50% (6/30/2021),19.04% (6/30/2021),14.41% (6/30/2021),11.07% (6/30/2021),1.82%,1.82%,2 (1138 Rated),4 (1138 Rated),2 (1024 Rated),2 (761 Rated),6,20.31 (06/30/2021),1.19 (06/30/2021),0.91 (06/30/2021),0.96 (06/30/2021),3 years,11/01/1999,$649.14,43% (04/30/2021),"$2,500.00",N,1.82%,1.82%,N,   9% (1239 Funds),  20% (1138 Funds),  78% (1024 Funds),  77% (761 Funds),-,-,"$2,500",-,-,$0.023 (12/06/2018),9.91% (7/15/2021),7.22% (6/30/2021),9.84% (6/30/2021),12.13% (6/30/2021),$23.74,-$0.14,-0.59%,-,-,"$2,500.00",$0.023 (12/06/2018)
Putnam Sustainable Leaders Fund Class A (PNOPX),Large Growth,16.39%,40.81% (6/30/2021),22.58% (6/30/2021),22.51% (6/30/2021),16.00% (6/30/2021),12.71% (6/30/2021),1.03%,1.03%,3 (1138 Rated),3 (1138 Rated),3 (1024 Rated),3 (761 Rated),6,17.78 (06/30/2021),1.20 (06/30/2021),0.94 (06/30/2021),0.97 (06/30/2021),3 years,08/31/1990,"$6,508.61",44% (06/30/2020),"$2,500.00",Y,1.03%,1.03%,Y,  50% (1239 Funds),  48% (1138 Funds),  42% (1024 Funds),  51% (761 Funds),-,-,"$2,500",-,-,$0.332 (12/04/2020),16.39% (7/15/2021),2.96% (6/30/2021),8.19% (6/30/2021),14.11% (6/30/2021),$130.96,-$0.33,-0.25%,-,-,"$2,500.00",$0.332 (12/04/2020)
Putnam Sustainable Leaders Fund Class C (PNOCX),Large Growth,15.92%,39.76% (6/30/2021),21.67% (6/30/2021),21.59% (6/30/2021),15.13% (6/30/2021),11.87% (6/30/2021),1.78%,1.78%,3 (1138 Rated),3 (1138 Rated),3 (1024 Rated),3 (761 Rated),6,17.77 (06/30/2021),1.15 (06/30/2021),0.94 (06/30/2021),0.97 (06/30/2021),3 years,08/31/1990,"$6,508.61",44% (06/30/2020),"$2,500.00",N,1.78%,1.78%,N,  59% (1239 Funds),  56% (1138 Funds),  51% (1024 Funds),  65% (761 Funds),-,-,"$2,500",-,-,$   0.00 (12/07/2015),15.92% (7/15/2021),2.89% (6/30/2021),7.99% (6/30/2021),13.69% (6/30/2021),$102.57,-$0.26,-0.25%,-,-,"$2,500.00",$   0.00 (12/07/2015)
Pzena Mid Cap Value Fund Institutional Class (PZIMX),Mid-Cap Value,21.31%,80.01% (6/30/2021),11.82% (6/30/2021),14.30% (6/30/2021),-,9.84% (6/30/2021),0.90%,1.06%,2 (395 Rated),1 (395 Rated),2 (346 Rated),-,6,33.02 (06/30/2021),0.32 (06/30/2021),1.38 (06/30/2021),0.95 (06/30/2021),7 years,03/31/2014,$129.95,45% (02/28/2021),"$1,000,000.00",N,0.90%,1.06%,N,   2% (414 Funds),  36% (395 Funds),  11% (346 Funds),-,-,-,"$1,000,000",-,-,$0.08199168 (12/08/2020),21.31% (7/15/2021),-4.19% (6/30/2021),4.17% (6/30/2021),25.34% (6/30/2021),$15.94,-$0.06,-0.38%,-,-,"$1,000,000.00",$0.08199168 (12/08/2020)
Pzena Mid Cap Value Fund Investor Class (PZVMX),Mid-Cap Value,21.13%,79.45% (6/30/2021),11.43% (6/30/2021),13.92% (6/30/2021),-,9.49% (6/30/2021),1.25%,1.41%,2 (395 Rated),1 (395 Rated),2 (346 Rated),-,6,33.00 (06/30/2021),0.31 (06/30/2021),1.38 (06/30/2021),0.95 (06/30/2021),7 years,03/31/2014,$129.95,45% (02/28/2021),"$5,000.00",N,1.25%,1.41%,Y,   3% (414 Funds),  43% (395 Funds),  17% (346 Funds),-,-,-,"$5,000",-,-,$0.04818794 (12/08/2020),21.13% (7/15/2021),-4.20% (6/30/2021),4.07% (6/30/2021),25.11% (6/30/2021),$16.11,-$0.05,-0.31%,-,-,"$5,000.00",$0.04818794 (12/08/2020)
Pzena Small Cap Value Fund Institutional Class (PZISX),Small Value,18.45%,71.93% (6/30/2021),6.42% (6/30/2021),11.68% (6/30/2021),-,9.86% (6/30/2021),1.11%,1.42%,1 (409 Rated),1 (409 Rated),1 (383 Rated),-,7,33.21 (06/30/2021),0.15 (06/30/2021),1.20 (06/30/2021),0.95 (06/30/2021),5 years,04/27/2016,$93.13,26% (02/28/2021),"$1,000,000.00",N,1.11%,1.42%,N,  45% (433 Funds),  81% (409 Funds),  59% (383 Funds),-,-,-,"$1,000,000",-,-,$0.00964313 (12/08/2020),18.45% (7/15/2021),-4.71% (6/30/2021),1.87% (6/30/2021),23.15% (6/30/2021),$13.61,-$0.03,-0.22%,-,-,"$1,000,000.00",$0.00964313 (12/08/2020)
Pzena Small Cap Value Fund Investor Class (PZVSX),Small Value,18.18%,71.53% (6/30/2021),6.11% (6/30/2021),11.36% (6/30/2021),-,9.53% (6/30/2021),1.46%,1.77%,1 (409 Rated),1 (409 Rated),1 (383 Rated),-,7,33.19 (06/30/2021),0.14 (06/30/2021),1.20 (06/30/2021),0.95 (06/30/2021),5 years,04/27/2016,$93.13,26% (02/28/2021),"$5,000.00",N,1.46%,1.77%,Y,  47% (433 Funds),  85% (409 Funds),  65% (383 Funds),-,-,-,"$5,000",-,-,-,18.18% (7/15/2021),-4.81% (6/30/2021),1.74% (6/30/2021),22.90% (6/30/2021),$13.52,-$0.03,-0.22%,-,-,"$5,000.00",-
QS S&P 500 Index Fund Class A (SBSPX),Large Blend,16.63%,40.00% (6/30/2021),18.00% (6/30/2021),16.97% (6/30/2021),14.20% (6/30/2021),7.92% (6/30/2021),0.59%,0.61%,4 (1257 Rated),3 (1257 Rated),3 (1099 Rated),4 (820 Rated),6,18.50 (06/30/2021),0.90 (06/30/2021),1.00 (06/30/2021),1.00 (06/30/2021),7 years,01/05/1998,$349.52,3% (09/30/2020),$0.00,N,0.59%,0.61%,Y,  61% (1386 Funds),  42% (1257 Funds),  43% (1099 Funds),  35% (820 Funds),-,-,$0,-,-,$0.348193 (12/22/2020),16.63% (7/15/2021),2.29% (6/30/2021),8.39% (6/30/2021),14.90% (6/30/2021),$36.33,-$0.12,-0.33%,-,-,$0.00,$0.348193 (12/22/2020)
QS U.S. Small Capitalization Equity Fund Class A (LMBAX),Small Blend,21.38%,69.39% (6/30/2021),11.05% (6/30/2021),13.23% (6/30/2021),10.68% (6/30/2021),7.46% (6/30/2021),1.27%,1.27%,2 (603 Rated),2 (603 Rated),2 (512 Rated),2 (356 Rated),7,27.37 (06/30/2021),0.36 (06/30/2021),1.05 (06/30/2021),0.97 (06/30/2021),2 years,03/13/2000,$203.60,37% (12/31/2020),"$1,000.00",Y,1.27%,1.27%,Y,  15% (653 Funds),  62% (603 Funds),  66% (512 Funds),  71% (356 Funds),-,-,"$1,000",-,-,$0.004092 (06/17/2021),21.38% (7/15/2021),0.23% (6/30/2021),5.22% (6/30/2021),27.72% (6/30/2021),$15.69,-$0.07,-0.44%,-,-,"$1,000.00",$0.004092 (06/17/2021)
QS U.S. Small Capitalization Equity Fund Class I (LMSIX),Small Blend,21.51%,69.82% (6/30/2021),11.28% (6/30/2021),13.50% (6/30/2021),11.05% (6/30/2021),7.77% (6/30/2021),1.00%,1.06%,2 (603 Rated),2 (603 Rated),2 (512 Rated),2 (356 Rated),7,27.38 (06/30/2021),0.36 (06/30/2021),1.05 (06/30/2021),0.97 (06/30/2021),2 years,03/13/2000,$203.60,37% (12/31/2020),"$1,000,000.00",N,1.00%,1.06%,N,  14% (653 Funds),  57% (603 Funds),  61% (512 Funds),  60% (356 Funds),-,-,"$1,000,000",-,-,$0.004092 (06/17/2021),21.51% (7/15/2021),0.23% (6/30/2021),5.27% (6/30/2021),27.84% (6/30/2021),$16.12,-$0.07,-0.43%,-,-,"$1,000,000.00",$0.004092 (06/17/2021)
Quantified Tactical Sectors Fund Investor Class Shares (QTSSX),Large Blend,-,-,-,-,-,5.60% (6/30/2021),1.77%,1.77%,-,-,-,-,6,-,-,-,-,0 year,03/03/2021,$54.34,-,"$10,000.00",N,1.77%,1.77%,Y,-,-,-,-,-,-,"$10,000",-,-,-,-,-2.49% (6/30/2021),4.97% (6/30/2021),-,$9.85,-$0.19,-1.89%,-,-,"$10,000.00",-
Ranger Small Cap Fund Institutional Class (RFISX),Small Growth,9.51%,48.81% (6/30/2021),17.63% (6/30/2021),18.41% (6/30/2021),-,16.50% (6/30/2021),1.11%,1.43%,3 (576 Rated),3 (576 Rated),3 (505 Rated),-,7,24.49 (06/30/2021),0.67 (06/30/2021),0.92 (06/30/2021),0.92 (06/30/2021),10 years,09/29/2011,$40.85,58.92% (07/31/2020),"$250,000.00",N,1.11%,1.43%,N,  69% (612 Funds),  55% (576 Funds),  64% (505 Funds),-,-,-,"$250,000",-,-,$   0.00 (12/29/2014),9.51% (7/15/2021),5.40% (6/30/2021),6.77% (6/30/2021),12.19% (6/30/2021),$23.26,-$0.18,-0.77%,-,-,"$250,000.00",$   0.00 (12/29/2014)
Rational Dynamic Brands Fund Class A (HSUAX),Large Growth,14.64%,46.60% (6/30/2021),25.00% (6/30/2021),20.50% (6/30/2021),12.83% (6/30/2021),12.48% (6/30/2021),1.50%,1.53%,4 (1138 Rated),4 (1138 Rated),-,-,6,17.54 (06/30/2021),1.35 (06/30/2021),0.88 (06/30/2021),0.86 (06/30/2021),4 years,09/30/2002,$95.36,320% (12/31/2020),"$2,500.00",Y,1.50%,1.53%,N,  17% (1239 Funds),  25% (1138 Funds),-,-,-,-,"$2,500",-,-,$0.061 (12/21/2017),14.64% (7/15/2021),4.94% (6/30/2021),7.90% (6/30/2021),14.26% (6/30/2021),$42.60,-$0.27,-0.63%,-,-,"$2,500.00",$0.061 (12/21/2017)
Rational Dynamic Brands Fund Institutional Class (HSUTX),Large Growth,14.80%,47.00% (6/30/2021),25.33% (6/30/2021),20.78% (6/30/2021),13.12% (6/30/2021),12.76% (6/30/2021),1.25%,1.26%,4 (1138 Rated),4 (1138 Rated),-,-,6,17.54 (06/30/2021),1.37 (06/30/2021),0.88 (06/30/2021),0.86 (06/30/2021),4 years,09/30/2002,$95.36,320% (12/31/2020),"$2,500.00",N,1.25%,1.26%,N,  16% (1239 Funds),  22% (1138 Funds),-,-,-,-,"$2,500",-,-,$0.0931 (12/20/2018),14.80% (7/15/2021),4.98% (6/30/2021),7.96% (6/30/2021),14.41% (6/30/2021),$64.52,-$0.40,-0.62%,-,-,"$2,500.00",$0.0931 (12/20/2018)
Rational Equity Armor Fund Class A (HDCAX),Large Value,7.87%,16.88% (6/30/2021),6.88% (6/30/2021),3.14% (6/30/2021),5.83% (6/30/2021),5.62% (6/30/2021),1.70%,1.70%,1 (1141 Rated),2 (1141 Rated),1 (1012 Rated),1 (740 Rated),6,13.72 (06/30/2021),0.41 (06/30/2021),0.55 (06/30/2021),0.63 (06/30/2021),2 years,02/28/2001,$70.56,480% (12/31/2020),"$2,500.00",Y,1.70%,1.70%,N, 100% (1210 Funds),  95% (1141 Funds), 100% (1012 Funds), 100% (740 Funds),-,-,"$2,500",-,-,$0.0085 (06/29/2021),7.87% (7/15/2021),-1.17% (6/30/2021),2.61% (6/30/2021),8.12% (6/30/2021),$8.53,-$0.02,-0.23%,-,-,"$2,500.00",$0.0085 (06/29/2021)
Rational Equity Armor Fund Class C (HDCEX),Large Value,7.56%,15.97% (6/30/2021),6.06% (6/30/2021),2.46% (6/30/2021),5.17% (6/30/2021),4.89% (6/30/2021),2.40%,2.40%,1 (1141 Rated),2 (1141 Rated),1 (1012 Rated),1 (740 Rated),6,13.64 (06/30/2021),0.35 (06/30/2021),0.55 (06/30/2021),0.63 (06/30/2021),2 years,02/28/2001,$70.56,480% (12/31/2020),"$2,500.00",N,2.40%,2.40%,N, 100% (1210 Funds),  97% (1141 Funds), 100% (1012 Funds), 100% (740 Funds),-,-,"$2,500",-,-,$0.003 (06/29/2021),7.56% (7/15/2021),-1.13% (6/30/2021),2.44% (6/30/2021),7.81% (6/30/2021),$8.48,-$0.02,-0.24%,-,-,"$2,500.00",$0.003 (06/29/2021)
Rational Equity Armor Fund Institutional (HDCTX),Large Value,8.25%,17.12% (6/30/2021),7.15% (6/30/2021),3.40% (6/30/2021),6.10% (6/30/2021),5.88% (6/30/2021),1.33%,1.33%,1 (1141 Rated),2 (1141 Rated),1 (1012 Rated),1 (740 Rated),6,13.66 (06/30/2021),0.43 (06/30/2021),0.55 (06/30/2021),0.63 (06/30/2021),2 years,02/28/2001,$70.56,480% (12/31/2020),"$2,500.00",N,1.33%,1.33%,N, 100% (1210 Funds),  94% (1141 Funds), 100% (1012 Funds), 100% (740 Funds),-,-,"$2,500",-,-,$0.0103 (06/29/2021),8.25% (7/15/2021),-1.15% (6/30/2021),2.67% (6/30/2021),8.38% (6/30/2021),$8.55,-$0.01,-0.12%,-,-,"$2,500.00",$0.0103 (06/29/2021)
RBC Enterprise Fund Class A (TETAX),Small Blend,15.25%,44.23% (6/30/2021),6.14% (6/30/2021),11.56% (6/30/2021),8.80% (6/30/2021),10.09% (6/30/2021),1.34%,2.36%,1 (603 Rated),1 (603 Rated),2 (512 Rated),1 (356 Rated),7,28.03 (06/30/2021),0.17 (06/30/2021),0.94 (06/30/2021),0.87 (06/30/2021),23 years,04/19/2004,$74.76,25% (09/30/2020),"$2,500.00",Y,1.34%,2.36%,Y,  92% (653 Funds),  94% (603 Funds),  86% (512 Funds),  94% (356 Funds),-,-,"$2,500",-,-,$0.00055 (12/22/2020),15.25% (7/15/2021),-1.00% (6/30/2021),1.75% (6/30/2021),18.42% (6/30/2021),$19.27,-$0.03,-0.16%,-,-,"$2,500.00",$0.00055 (12/22/2020)
RBC Enterprise Fund Class I (TETIX),Small Blend,15.42%,44.57% (6/30/2021),6.40% (6/30/2021),11.83% (6/30/2021),9.07% (6/30/2021),10.35% (6/30/2021),1.09%,1.39%,1 (603 Rated),1 (603 Rated),2 (512 Rated),1 (356 Rated),7,28.03 (06/30/2021),0.18 (06/30/2021),0.94 (06/30/2021),0.87 (06/30/2021),23 years,04/19/2004,$74.76,25% (09/30/2020),"$250,000.00",N,1.09%,1.39%,N,  92% (653 Funds),  93% (603 Funds),  84% (512 Funds),  93% (356 Funds),-,-,"$250,000",-,-,$0.04286 (12/22/2020),15.42% (7/15/2021),-0.99% (6/30/2021),1.79% (6/30/2021),18.57% (6/30/2021),$20.51,-$0.03,-0.15%,-,-,"$250,000.00",$0.04286 (12/22/2020)
